,id,type_id,sub_type_id,fixture_id,player_id,related_player_id,period_id,participant_id,addition,minute,sort_order,Unnamed: 0
135,66416622,10,,17055600,1367.0,,3753531.0,7980,Penalty confirmed,26,1,135
144,66417148,10,,17055608,260924.0,,461446.0,214,Goal cancelled,84,1,144
145,66417134,10,,17055608,186552.0,,3753547.0,3477,Goal cancelled,37,1,145
151,66417178,10,,17055614,186371.0,,3753559.0,60,Goal cancelled,41,1,151
152,66417190,10,,17055614,185698.0,,461452.0,60,Penalty confirmed,56,1,152
159,34808696,10,,17055630,61532.0,,3354.0,3477,Goal Disallowed,48,1,159
168,66412299,10,,17055374,32744.0,,528773.0,3468,Goal cancelled,80,1,168
185,66412355,10,,17055412,184941.0,,528800.0,3468,Goal cancelled,61,1,185
189,87957467,10,,17055438,28575698.0,,3753207.0,214,Goal Disallowed,30,1,189
191,87957471,10,,17055438,95807.0,,3753207.0,3468,Penalty confirmed,45,1,191
193,87957474,10,,17055438,28575698.0,,528821.0,214,Goal cancelled,61,1,193
227,66414235,10,,17055510,268.0,,3753351.0,3468,Goal cancelled,37,1,227
251,66415503,10,,17055557,114160.0,,461395.0,3468,Goal cancelled,62,1,251
262,34808680,10,,17055578,98903.0,,461416.0,3468,Goal Disallowed,62,1,262
273,66416993,10,,17055602,30289.0,,3753535.0,3468,Goal cancelled,42,1,273
297,87957931,10,,17055365,96002.0,,461276.0,2975,,50,1,297
303,66411848,10,,17055372,947.0,,528770.0,7980,Goal cancelled,81,1,303
322,87957581,10,,17055426,95108.0,,3753183.0,103,,15,1,322
330,87957495,10,,17055436,188031.0,,528819.0,594,Goal cancelled,52,1,330
351,87957357,10,,17055453,201060.0,,461310.0,36,,90,1,351
372,185629,10,,17055506,4265.0,,3753343.0,103,Goal Disallowed,15,1,372
408,66414649,10,,17055540,8062.0,,528842.0,3477,Goal cancelled,64,1,408
409,66414668,10,,17055540,24468970.0,,528842.0,3477,Goal cancelled,90,1,409
418,66414804,10,,17055547,186329.0,,3753425.0,459,Goal cancelled,72,1,418
450,66416131,10,,17055585,741627.0,,3753501.0,274,Goal cancelled,15,1,450
477,66412109,10,,17055362,186585.0,,3753055.0,485,Goal cancelled,8,1,477
483,66412299,10,,17055374,32744.0,,528773.0,3468,Goal cancelled,80,1,483
494,66412169,10,,17055384,185205.0,,3753099.0,106,Penalty confirmed,15,1,494
502,66412623,10,,17055403,129941.0,,528790.0,485,Goal cancelled,64,1,502
505,87957703,10,,17055411,129839.0,,528797.0,485,,73,1,505
512,66412966,10,,17055423,186417.0,,3753177.0,1099,Goal cancelled,53,1,512
518,66413784,10,,17055432,32403.0,,528815.0,83,Goal cancelled,59,1,518
521,66755,10,,17055452,31638.0,,3753235.0,60,Goal Disallowed,34,1,521
545,87956904,10,,17055507,129941.0,,528838.0,485,,76,1,545
546,66415668,10,,17055507,129941.0,,528838.0,3457,Goal cancelled,77,1,546
550,66415653,10,,17055507,95635.0,,3753345.0,485,Penalty confirmed,14,1,550
557,87956859,10,,17055513,96125.0,,461358.0,485,Goal cancelled,74,1,557
565,66414479,10,,17055525,185400.0,,3753381.0,485,Goal cancelled,20,1,565
588,1347128,10,,17763564,821.0,,569868.0,594,Goal Disallowed,116,1,588
607,87956415,10,,17055580,186095.0,,461418.0,3477,Goal cancelled,62,1,607
645,87957958,10,,17055363,800.0,,3753057.0,36,Penalty confirmed,15,1,645
684,34807775,10,,17055415,537210.0,,528799.0,3457,Goal Disallowed,90,1,684
699,66413854,10,,17055440,186694.0,,3753211.0,1099,Goal cancelled,3,1,699
715,87957357,10,,17055453,201060.0,,461310.0,36,,90,1,715
784,87956263,10,,17055588,186456.0,,461426.0,36,,62,1,784
808,34807178,10,,17055358,189174.0,,3753047.0,3457,Goal Disallowed,20,1,808
820,34807487,10,,17055389,186463.0,,528782.0,676,Goal Disallowed,67,1,820
832,34807678,10,,17055402,187032.0,,528792.0,13258,Goal Disallowed,73,1,832
837,34807775,10,,17055415,537210.0,,528799.0,3457,Goal Disallowed,90,1,837
838,87957581,10,,17055426,95108.0,,3753183.0,103,,15,1,838
864,87957209,10,,17055467,189037.0,,3753265.0,106,,7,1,864
882,66413936,10,,17055494,1212.0,,3753319.0,274,Goal cancelled,29,1,882
885,87956904,10,,17055507,129941.0,,528838.0,485,,76,1,885
886,66415668,10,,17055507,129941.0,,528838.0,3457,Goal cancelled,77,1,886
890,66415653,10,,17055507,95635.0,,3753345.0,485,Penalty confirmed,14,1,890
914,66993010,10,,17763562,132056.0,,475474.0,3457,Goal cancelled,77,1,914
918,66415503,10,,17055557,114160.0,,461395.0,3468,Goal cancelled,62,1,918
922,67023175,10,,17778528,8062.0,,570206.0,3477,Goal cancelled,112,1,922
982,66411782,10,,17055383,2775.0,,461286.0,60,Goal cancelled,50,1,982
1000,66412966,10,,17055423,186417.0,,3753177.0,1099,Goal cancelled,53,1,1000
1008,66413854,10,,17055440,186694.0,,3753211.0,1099,Goal cancelled,3,1,1008
1019,87957247,10,,17055460,83864.0,,3753251.0,6827,Goal cancelled,42,1,1019
1043,66413248,10,,17055482,947.0,,3753295.0,7980,Goal cancelled,5,1,1043
1052,66414235,10,,17055510,268.0,,3753351.0,3468,Goal cancelled,37,1,1052
1072,1176029,10,,17055539,125149.0,,528841.0,361,Goal Disallowed,62,1,1072
1104,66416978,10,,17055610,96515.0,,461449.0,1099,Penalty confirmed,77,1,1104
1120,66416947,10,,17055625,26354.0,,2724.0,106,Goal cancelled,42,1,1120
1121,66416983,10,,17055625,185205.0,,2724.0,106,Goal cancelled,82,1,1121
1130,34807114,10,,17055370,186552.0,,3753071.0,3477,Goal Disallowed,11,1,1130
1133,66411670,10,,17055370,186095.0,,528768.0,3477,Penalty confirmed,72,1,1133
1134,34807233,10,,17055375,186801.0,,528771.0,13258,Goal Disallowed,68,1,1134
1135,87957890,10,,17055375,185563.0,,528771.0,60,,90,1,1135
1142,66411782,10,,17055383,2775.0,,461286.0,60,Goal cancelled,50,1,1142
1148,66412617,10,,17055399,215025.0,,461291.0,60,Goal cancelled,80,1,1148
1150,66412575,10,,17055399,215025.0,,3753129.0,60,Goal cancelled,28,1,1150
1162,66413897,10,,17055434,158939.0,,3753199.0,60,Goal cancelled,49,1,1162
1174,66755,10,,17055452,31638.0,,3753235.0,60,Goal Disallowed,34,1,1174
1182,138543,10,,17055477,187170.0,,461328.0,594,Goal Disallowed,80,1,1182
1200,66415534,10,,17055503,83488.0,,3753337.0,83,Goal Disallowed,27,1,1200
1203,34808559,10,,17055503,83488.0,,3753337.0,83,Goal Disallowed,25,1,1203
1236,66414997,10,,17055553,186982.0,,3753437.0,676,Goal cancelled,20,1,1236
1237,66414995,10,,17055553,186982.0,,3753437.0,676,Goal cancelled,27,1,1237
1252,87956099,10,,17055604,380402.0,,3753539.0,6827,Goal Disallowed,15,1,1252
1262,66417178,10,,17055614,186371.0,,3753559.0,60,Goal cancelled,41,1,1262
1263,66417190,10,,17055614,185698.0,,461452.0,60,Penalty confirmed,56,1,1263
1273,66412109,10,,17055362,186585.0,,3753055.0,485,Goal cancelled,8,1,1273
1290,66412617,10,,17055399,215025.0,,461291.0,60,Goal cancelled,80,1,1290
1292,66412575,10,,17055399,215025.0,,3753129.0,60,Goal cancelled,28,1,1292
1296,66412867,10,,17055419,27048385.0,,3753169.0,2975,Goal Disallowed,86,1,1296
1297,34807781,10,,17055419,4801.0,,3753169.0,361,Goal Disallowed,35,1,1297
1303,34808031,10,,17055430,186552.0,,461296.0,3477,Goal Disallowed,64,1,1303
1311,66414035,10,,17055439,8204.0,,528822.0,13258,Goal cancelled,84,1,1311
1371,210135,10,,17055529,380777.0,,461371.0,214,Goal Disallowed,87,1,1371
1385,1176029,10,,17055539,125149.0,,528841.0,361,Goal Disallowed,62,1,1385
1388,66993010,10,,17763562,132056.0,,475474.0,3457,Goal cancelled,77,1,1388
1439,66417201,10,,17055629,125149.0,,2035.0,361,Goal cancelled,42,1,1439
1449,66412769,10,,17055366,185654.0,,528765.0,274,Penalty confirmed,87,1,1449
1451,34807353,10,,17055376,186463.0,,3753083.0,676,Goal Disallowed,9,1,1451
1475,34807741,10,,17055414,1428.0,,3753159.0,6827,Goal Disallowed,7,1,1475
1481,66413642,10,,17055431,947.0,,528812.0,7980,Penalty confirmed,53,1,1481
1490,87957247,10,,17055460,83864.0,,3753251.0,6827,Goal cancelled,42,1,1490
1535,66415065,10,,17055523,381034.0,,3753377.0,2975,Goal cancelled,21,1,1535
1536,66415066,10,,17055523,6333.0,,3753377.0,6827,Penalty confirmed,16,1,1536
1551,87956637,10,,17055555,185948.0,,3753441.0,6827,Goal cancelled,45,1,1551
1557,87956472,10,,17055568,380402.0,,3753467.0,6827,,45,1,1557
1559,66415701,10,,17055568,188340.0,,3753467.0,6827,Goal cancelled,30,1,1559
1560,66415704,10,,17055568,821.0,,3753467.0,594,Goal cancelled,24,1,1560
1572,87956099,10,,17055604,380402.0,,3753539.0,6827,Goal Disallowed,15,1,1572
1590,34808696,10,,17055630,61532.0,,3354.0,3477,Goal Disallowed,48,1,1590
1591,34807353,10,,17055376,186463.0,,3753083.0,676,Goal Disallowed,9,1,1591
1603,34807487,10,,17055389,186463.0,,528782.0,676,Goal Disallowed,67,1,1603
1632,87957528,10,,17055437,96100.0,,461297.0,676,,57,1,1632
1677,66415484,10,,17055509,186391.0,,3753349.0,676,Goal cancelled,6,1,1677
1683,87956859,10,,17055513,96125.0,,461358.0,485,Goal cancelled,74,1,1683
1710,1176772,10,,17055531,186287.0,,461373.0,676,Goal Disallowed,83,1,1710
1725,66414997,10,,17055553,186982.0,,3753437.0,676,Goal cancelled,20,1,1725
1726,66414995,10,,17055553,186982.0,,3753437.0,676,Goal cancelled,27,1,1726
1736,1416077,10,,17055569,96100.0,,3753469.0,676,Goal Disallowed,35,1,1736
1739,1416078,10,,17055569,186982.0,,461407.0,106,Goal Disallowed,78,1,1739
1782,66416978,10,,17055610,96515.0,,461449.0,1099,Penalty confirmed,77,1,1782
1801,66417201,10,,17055629,125149.0,,2035.0,361,Goal cancelled,42,1,1801
1826,66412355,10,,17055412,184941.0,,528800.0,3468,Goal cancelled,61,1,1826
1840,66413784,10,,17055432,32403.0,,528815.0,83,Goal cancelled,59,1,1840
1843,87957454,10,,17055443,189124.0,,3753217.0,7980,,31,1,1843
1847,34808291,10,,17055451,32403.0,,461303.0,83,Goal Disallowed,70,1,1847
1860,66414424,10,,17055532,26536.0,,3753395.0,83,Goal cancelled,44,1,1860
1864,87957088,10,,17055483,186337.0,,3753297.0,214,,45,1,1864
1871,66415534,10,,17055503,83488.0,,3753337.0,83,Goal Disallowed,27,1,1871
1874,34808559,10,,17055503,83488.0,,3753337.0,83,Goal Disallowed,25,1,1874
1921,1478967,10,,17055571,184798.0,,3753473.0,83,Goal Disallowed,36,1,1921
1965,87957931,10,,17055365,96002.0,,461276.0,2975,,50,1,1965
1970,66412452,10,,17055390,186173.0,,3753111.0,3477,Goal cancelled,45,1,1970
1985,66412867,10,,17055419,27048385.0,,3753169.0,2975,Goal Disallowed,86,1,1985
1986,34807781,10,,17055419,4801.0,,3753169.0,361,Goal Disallowed,35,1,1986
2005,66413432,10,,17055441,97692.0,,461301.0,214,Goal cancelled,63,1,2005
2019,66413808,10,,17055475,1212.0,,461325.0,274,Goal Disallowed,49,1,2019
2038,66414338,10,,17055508,1468.0,,461350.0,2975,Goal cancelled,73,1,2038
2041,87956886,10,,17055511,185220.0,,461353.0,2975,,62,1,2041
2053,66415065,10,,17055523,381034.0,,3753377.0,2975,Goal cancelled,21,1,2053
2054,66415066,10,,17055523,6333.0,,3753377.0,6827,Penalty confirmed,16,1,2054
2065,1176772,10,,17055531,186287.0,,461373.0,676,Goal Disallowed,83,1,2065
2088,1478967,10,,17055571,184798.0,,3753473.0,83,Goal Disallowed,36,1,2088
2119,66417243,10,,17055622,186514.0,,3607.0,7980,Goal cancelled,13,1,2119
2120,66417256,10,,17055622,445425.0,,3653.0,2975,Goal cancelled,84,1,2120
2138,34807397,10,,17055388,100580.0,,528781.0,594,Goal Disallowed,90,1,2138
2148,66412623,10,,17055403,129941.0,,528790.0,485,Goal cancelled,64,1,2148
2162,87957495,10,,17055436,188031.0,,528819.0,594,Goal cancelled,52,1,2162
2181,138543,10,,17055477,187170.0,,461328.0,594,Goal Disallowed,80,1,2181
2195,66414424,10,,17055532,26536.0,,3753395.0,83,Goal cancelled,44,1,2195
2236,1347128,10,,17763564,821.0,,569868.0,594,Goal Disallowed,116,1,2236
2242,87956472,10,,17055568,380402.0,,3753467.0,6827,,45,1,2242
2244,66415701,10,,17055568,188340.0,,3753467.0,6827,Goal cancelled,30,1,2244
2245,66415704,10,,17055568,821.0,,3753467.0,594,Goal cancelled,24,1,2245
2272,34807178,10,,17055358,189174.0,,3753047.0,3457,Goal Disallowed,20,1,2272
2278,87957958,10,,17055363,800.0,,3753057.0,36,Penalty confirmed,15,1,2278
2288,34807397,10,,17055388,100580.0,,528781.0,594,Goal Disallowed,90,1,2288
2312,87957560,10,,17055429,96874.0,,528814.0,106,,72,1,2312
2319,87957467,10,,17055438,28575698.0,,3753207.0,214,Goal Disallowed,30,1,2319
2321,87957471,10,,17055438,95807.0,,3753207.0,3468,Penalty confirmed,45,1,2321
2323,87957474,10,,17055438,28575698.0,,528821.0,214,Goal cancelled,61,1,2323
2329,66413432,10,,17055441,97692.0,,461301.0,214,Goal cancelled,63,1,2329
2357,87957088,10,,17055483,186337.0,,3753297.0,214,,45,1,2357
2366,185629,10,,17055506,4265.0,,3753343.0,103,Goal Disallowed,15,1,2366
2389,210135,10,,17055529,380777.0,,461371.0,214,Goal Disallowed,87,1,2389
2418,34808680,10,,17055578,98903.0,,461416.0,3468,Goal Disallowed,62,1,2418
2425,87956263,10,,17055588,186456.0,,461426.0,36,,62,1,2425
2435,87956300,10,,17055594,1441.0,,461433.0,214,,76,1,2435
2443,66417148,10,,17055608,260924.0,,461446.0,214,Goal cancelled,84,1,2443
2444,66417134,10,,17055608,186552.0,,3753547.0,3477,Goal cancelled,37,1,2444
2461,66411848,10,,17055372,947.0,,528770.0,7980,Goal cancelled,81,1,2461
2473,87957703,10,,17055411,129839.0,,528797.0,485,,73,1,2473
2477,66413514,10,,17055427,186675.0,,528816.0,7980,Goal cancelled,47,1,2477
2482,66413642,10,,17055431,947.0,,528812.0,7980,Penalty confirmed,53,1,2482
2486,87957454,10,,17055443,189124.0,,3753217.0,7980,,31,1,2486
2513,66413248,10,,17055482,947.0,,3753295.0,7980,Goal cancelled,5,1,2513
2525,87956886,10,,17055511,185220.0,,461353.0,2975,,62,1,2525
2547,87956637,10,,17055555,185948.0,,3753441.0,6827,Goal cancelled,45,1,2547
2574,87956124,10,,17055600,96247.0,,3753531.0,7980,,45,1,2574
2576,66416622,10,,17055600,1367.0,,3753531.0,7980,Penalty confirmed,26,1,2576
2580,66416993,10,,17055602,30289.0,,3753535.0,3468,Goal cancelled,42,1,2580
2594,87955992,10,,17055615,1281.0,,461453.0,106,,70,1,2594
2604,66417243,10,,17055622,186514.0,,3607.0,7980,Goal cancelled,13,1,2604
2605,66417256,10,,17055622,445425.0,,3653.0,2975,Goal cancelled,84,1,2605
2611,66412784,10,,17055364,188713.0,,461277.0,106,Penalty confirmed,55,1,2611
2623,66412169,10,,17055384,185205.0,,3753099.0,106,Penalty confirmed,15,1,2623
2652,87957560,10,,17055429,96874.0,,528814.0,106,,72,1,2652
2685,87957209,10,,17055467,189037.0,,3753265.0,106,,7,1,2685
2752,66414701,10,,17055542,186801.0,,3753415.0,13258,Goal cancelled,6,1,2752
2765,1416077,10,,17055569,96100.0,,3753469.0,676,Goal Disallowed,35,1,2765
2768,1416078,10,,17055569,186982.0,,461407.0,106,Goal Disallowed,78,1,2768
2797,87956300,10,,17055594,1441.0,,461433.0,214,,76,1,2797
2810,87955992,10,,17055615,1281.0,,461453.0,106,,70,1,2810
2824,66416947,10,,17055625,26354.0,,2724.0,106,Goal cancelled,42,1,2824
2825,66416983,10,,17055625,185205.0,,2724.0,106,Goal cancelled,82,1,2825
2833,34807233,10,,17055375,186801.0,,528771.0,13258,Goal Disallowed,68,1,2833
2834,87957890,10,,17055375,185563.0,,528771.0,60,,90,1,2834
2854,34807678,10,,17055402,187032.0,,528792.0,13258,Goal Disallowed,73,1,2854
2876,66414035,10,,17055439,8204.0,,528822.0,13258,Goal cancelled,84,1,2876
2904,66414142,10,,17055499,37297042.0,,3753329.0,3477,Goal cancelled,12,1,2904
2930,66414701,10,,17055542,186801.0,,3753415.0,13258,Goal cancelled,6,1,2930
3003,66412784,10,,17055364,188713.0,,461277.0,106,Penalty confirmed,55,1,3003
3023,66413514,10,,17055427,186675.0,,528816.0,7980,Goal cancelled,47,1,3023
3028,87957528,10,,17055437,96100.0,,461297.0,676,,57,1,3028
3039,34808291,10,,17055451,32403.0,,461303.0,83,Goal Disallowed,70,1,3039
3071,66414338,10,,17055508,1468.0,,461350.0,2975,Goal cancelled,73,1,3071
3103,66414804,10,,17055547,186329.0,,3753425.0,459,Goal cancelled,72,1,3103
3135,66412205,10,,17055360,186173.0,,528764.0,3477,Goal cancelled,68,1,3135
3143,66412769,10,,17055366,185654.0,,528765.0,274,Penalty confirmed,87,1,3143
3158,66413897,10,,17055434,158939.0,,3753199.0,60,Goal cancelled,49,1,3158
3181,66413808,10,,17055475,1212.0,,461325.0,274,Goal Disallowed,49,1,3181
3191,66413936,10,,17055494,1212.0,,3753319.0,274,Goal cancelled,29,1,3191
3200,66414479,10,,17055525,185400.0,,3753381.0,485,Goal cancelled,20,1,3200
3233,66416131,10,,17055585,741627.0,,3753501.0,274,Goal cancelled,15,1,3233
2,66445751,10,,17082856,333594.0,,3756007.0,2930,Goal cancelled,19,1,2
19,66446003,10,,17082875,995.0,,529527.0,2930,Goal cancelled,75,1,19
33,66447423,10,,17082915,187260.0,,529558.0,2930,Goal cancelled,83,1,33
34,66447412,10,,17082915,31640130.0,,529558.0,613,Goal cancelled,60,1,34
58,66467678,10,,17098136,130057.0,,530147.0,2930,Goal cancelled,70,1,58
67,66467431,10,,17098157,155925.0,,3758441.0,89,Goal cancelled,34,1,67
69,69769073,10,,17098169,129824.0,,3758465.0,522,Goal cancelled,17,1,69
70,69769092,10,,17098169,129621.0,,3758465.0,522,Goal cancelled,22,1,70
77,69769081,10,,17098169,130142.0,,3758465.0,2930,Goal cancelled,10,1,77
96,66834140,10,,17669702,131955.0,,3843368.0,109,Goal cancelled,43,1,96
97,66834143,10,,17669702,1300.0,,3843368.0,2930,Goal cancelled,39,1,97
111,66934105,10,,17752463,130117.0,,474432.0,2930,Goal cancelled,70,1,111
120,67017106,10,,17771100,4233.0,,3866776.0,625,Goal cancelled,24,1,120
141,66469778,10,,17098227,995.0,,3758581.0,2930,Penalty confirmed,45,1,141
147,66469706,10,,17098246,1300.0,,462663.0,2930,Penalty confirmed,78,1,147
172,34822230,10,,17082864,191367.0,,461989.0,8513,Goal Disallowed,68,1,172
181,34822667,10,,17082877,1835.0,,3756049.0,37,Goal Disallowed,45,1,181
238,87950294,10,,17098120,133633.0,,462538.0,2714,,48,1,238
256,87949924,10,,17098153,2823228.0,,3758433.0,113,,33,1,256
266,66469012,10,,17098164,130103.0,,3758455.0,563,Goal cancelled,13,1,266
284,1300716,10,,17098192,96614.0,,3758511.0,563,Goal Disallowed,9,1,284
287,1302660,10,,17098192,4815.0,,462608.0,613,Goal Disallowed,62,1,287
308,66470465,10,,17098236,96514.0,,462653.0,37,Goal cancelled,90,1,308
334,66471357,10,,17098283,14338024.0,,2928.0,625,Goal cancelled,36,1,334
336,2037647,10,,17098296,129886.0,,9387.0,398,Goal Disallowed,60,1,336
348,34822234,10,,17082865,25120.0,,529518.0,522,Goal Disallowed,76,1,348
360,66446048,10,,17082883,129824.0,,3756061.0,522,Goal cancelled,43,1,360
361,66446060,10,,17082883,129523.0,,3756061.0,708,Goal cancelled,78,1,361
374,34823008,10,,17082906,3181370.0,,529554.0,522,Goal Disallowed,78,1,374
375,87950648,10,,17082906,3181370.0,,529554.0,585,Goal Disallowed,81,1,375
390,66550,10,,17082936,129528.0,,3756159.0,613,Goal Disallowed,7,1,390
410,87950184,10,,17098131,80331.0,,462544.0,1123,,90,1,410
414,163893,10,,17098139,127715.0,,462559.0,522,Goal Disallowed,90,1,414
432,69769073,10,,17098169,129824.0,,3758465.0,522,Goal cancelled,17,1,432
433,69769092,10,,17098169,129621.0,,3758465.0,522,Goal cancelled,22,1,433
440,69769081,10,,17098169,130142.0,,3758465.0,2930,Goal cancelled,10,1,440
487,66471083,10,,17098265,129453.0,,3758655.0,522,Goal cancelled,15,1,487
516,34822598,10,,17082888,129660.0,,3756071.0,625,Goal Disallowed,45,1,516
535,34823067,10,,17082909,129769.0,,529555.0,113,Goal Disallowed,90,1,535
551,106383,10,,17082946,4720.0,,3756179.0,1123,Goal Disallowed,9,1,551
568,87950184,10,,17098131,80331.0,,462544.0,1123,,90,1,568
571,66468930,10,,17098135,3156869.0,,3758397.0,1123,Goal cancelled,6,1,571
621,66470379,10,,17098229,96704.0,,3758585.0,398,Goal cancelled,6,1,621
661,34822556,10,,17082874,129660.0,,461992.0,625,Goal Disallowed,79,1,661
668,34822598,10,,17082888,129660.0,,3756071.0,625,Goal Disallowed,45,1,668
669,34822998,10,,17082899,129660.0,,3756093.0,625,Goal Disallowed,24,1,669
699,103553,10,,17082940,4233.0,,462022.0,625,Goal Disallowed,57,1,699
716,87950033,10,,17098144,4233.0,,3758415.0,625,,17,1,716
723,193572,10,,17098158,129798.0,,3758443.0,346,Goal Disallowed,10,1,723
724,193712,10,,17098158,569.0,,462577.0,625,Goal Disallowed,52,1,724
731,87949758,10,,17098175,1517.0,,3758477.0,2714,,45,1,731
752,66938386,10,,17754161,95694.0,,3861761.0,625,Goal cancelled,15,1,752
762,67017106,10,,17771100,4233.0,,3866776.0,625,Goal cancelled,24,1,762
785,66470602,10,,17098226,49420.0,,3758579.0,597,Goal cancelled,29,1,785
796,66471341,10,,17098258,129660.0,,462675.0,625,Penalty confirmed,63,1,796
797,66471352,10,,17098258,133702.0,,462675.0,345,Goal cancelled,90,1,797
808,66471357,10,,17098283,14338024.0,,2928.0,625,Goal cancelled,36,1,808
814,66472159,10,,17098295,580.0,,9862.0,625,Penalty confirmed,81,1,814
824,66445288,10,,17082863,128853.0,,3756021.0,708,Penalty confirmed,9,1,824
837,66445468,10,,17082885,129664.0,,529537.0,585,Penalty confirmed,85,1,837
849,34823008,10,,17082906,3181370.0,,529554.0,522,Goal Disallowed,78,1,849
850,87950648,10,,17082906,3181370.0,,529554.0,585,Goal Disallowed,81,1,850
865,106383,10,,17082946,4720.0,,3756179.0,1123,Goal Disallowed,9,1,865
891,66469012,10,,17098164,130103.0,,3758455.0,563,Goal cancelled,13,1,891
898,69769068,10,,17098173,177988.0,,3758473.0,109,Goal cancelled,25,1,898
906,66469028,10,,17098184,1830.0,,462603.0,113,Penalty confirmed,52,1,906
929,66470199,10,,17098222,129624.0,,462640.0,585,Goal cancelled,90,1,929
953,66471083,10,,17098265,129453.0,,3758655.0,522,Goal cancelled,15,1,953
958,1907842,10,,17098285,129664.0,,1888.0,585,Goal Disallowed,90,1,958
967,34822260,10,,17082860,130873.0,,3756015.0,2714,Goal Disallowed,20,1,967
970,34822261,10,,17082860,130873.0,,529515.0,2714,Goal Disallowed,58,1,970
977,34822069,10,,17082851,132240.0,,3755997.0,345,Goal Disallowed,2,1,977
990,66446037,10,,17082891,129447.0,,529541.0,398,Goal cancelled,81,1,990
994,34822998,10,,17082899,129660.0,,3756093.0,625,Goal Disallowed,24,1,994
1007,12296,10,,17082920,25242.0,,462007.0,708,Goal Disallowed,57,1,1007
1028,101173,10,,17082944,1004.0,,462024.0,43,Goal Disallowed,90,1,1028
1045,66468019,10,,17098129,129087.0,,462548.0,8513,Goal cancelled,90,1,1045
1052,66467678,10,,17098136,130057.0,,530147.0,2930,Goal cancelled,70,1,1052
1061,66467573,10,,17098149,187.0,,462568.0,102,Goal cancelled,71,1,1061
1083,87949682,10,,17098191,131815.0,,3758509.0,345,,8,1,1083
1116,1410204,10,,17098219,4491.0,,3758565.0,2714,Goal Disallowed,42,1,1116
1130,66470524,10,,17098238,177988.0,,462656.0,109,Penalty confirmed,50,1,1130
1132,1630367,10,,17098250,131849.0,,3758627.0,345,Goal Disallowed,39,1,1132
1141,66471341,10,,17098258,129660.0,,462675.0,625,Penalty confirmed,63,1,1141
1142,66471352,10,,17098258,133702.0,,462675.0,345,Goal cancelled,90,1,1142
1152,1907842,10,,17098285,129664.0,,1888.0,585,Goal Disallowed,90,1,1152
1162,66472210,10,,17098299,129476.0,,9231.0,43,Goal cancelled,87,1,1162
1181,66445190,10,,17082871,109096.0,,3756037.0,2714,Goal cancelled,56,1,1181
1188,34822556,10,,17082874,129660.0,,461992.0,625,Goal Disallowed,79,1,1188
1196,66445468,10,,17082885,129664.0,,529537.0,585,Penalty confirmed,85,1,1196
1230,87950441,10,,17082937,132266.0,,462019.0,89,,49,1,1230
1248,163893,10,,17098139,127715.0,,462559.0,522,Goal Disallowed,90,1,1248
1264,66467431,10,,17098157,155925.0,,3758441.0,89,Goal cancelled,34,1,1264
1299,34833885,10,,17098230,4720.0,,3758587.0,89,Goal Disallowed,42,1,1299
1334,66471660,10,,17098284,4720.0,,1213.0,89,Goal cancelled,38,1,1334
1351,66445288,10,,17082863,128853.0,,3756021.0,708,Penalty confirmed,9,1,1351
1363,66446048,10,,17082883,129824.0,,3756061.0,522,Goal cancelled,43,1,1363
1364,66446060,10,,17082883,129523.0,,3756061.0,708,Goal cancelled,78,1,1364
1374,12296,10,,17082920,25242.0,,462007.0,708,Goal Disallowed,57,1,1374
1446,66470659,10,,17098220,128899.0,,3758567.0,708,Penalty confirmed,15,1,1446
1458,66470199,10,,17098222,129624.0,,462640.0,585,Goal cancelled,90,1,1458
1487,34822069,10,,17082851,132240.0,,3755997.0,345,Goal Disallowed,2,1,1487
1514,15674,10,,17082921,30178.0,,462009.0,102,Goal Disallowed,90,1,1514
1552,193572,10,,17098158,129798.0,,3758443.0,346,Goal Disallowed,10,1,1552
1553,193712,10,,17098158,569.0,,462577.0,625,Goal Disallowed,52,1,1553
1567,66468015,10,,17098180,253463.0,,3758487.0,597,Goal cancelled,14,1,1567
1598,1483797,10,,17098231,129946.0,,3758589.0,37,Goal Disallowed,30,1,1598
1621,66471146,10,,17098270,129798.0,,462686.0,346,Goal cancelled,84,1,1621
1626,66471569,10,,17098280,127605.0,,3758685.0,102,Penalty confirmed,9,1,1626
1641,66446162,10,,17082848,100190.0,,529507.0,113,Goal cancelled,49,1,1641
1656,66446003,10,,17082875,995.0,,529527.0,2930,Goal cancelled,75,1,1656
1670,34823067,10,,17082909,129769.0,,529555.0,113,Goal Disallowed,90,1,1670
1687,141181,10,,17098118,186321.0,,3758363.0,113,Goal Disallowed,23,1,1687
1699,166493,10,,17098140,31825.0,,3758407.0,113,Goal Disallowed,9,1,1699
1705,66467741,10,,17098145,130107.0,,3758417.0,43,Goal cancelled,26,1,1705
1714,87949924,10,,17098153,2823228.0,,3758433.0,113,,33,1,1714
1726,66467761,10,,17098176,340342.0,,3758479.0,113,Goal cancelled,33,1,1726
1730,66467772,10,,17098176,129225.0,,462595.0,613,Goal cancelled,52,1,1730
1748,66469028,10,,17098184,1830.0,,462603.0,113,Penalty confirmed,52,1,1748
1755,66934105,10,,17752463,130117.0,,474432.0,2930,Goal cancelled,70,1,1755
1783,66470685,10,,17098249,129769.0,,3758625.0,113,Goal cancelled,41,1,1783
1795,66471496,10,,17098276,186995.0,,462692.0,113,Goal cancelled,88,1,1795
1838,66445505,10,,17082866,62898.0,,3756027.0,102,Goal cancelled,17,1,1838
